conversion_id,lead_id,converted_at,revenue
1990,38154,2024-03-27,418.28
1991,7169,2024-01-09,1305.59
1992,12366,2024-03-05,1362.07
1993,21083,2024-02-14,1020.46
1994,43742,2024-02-12,474.48
1995,39136,2024-04-02,386.94
1996,33583,2024-03-27,968.21
1997,31703,2024-04-08,1415.9
1998,38238,2024-03-22,900.92
1999,22359,2024-01-30,1271.81
2000,48247,2024-04-08,882.88
2001,5930,2024-01-17,1037.93
2002,38283,2024-03-07,886.24
2003,40524,2024-04-01,897.02
2004,14750,2024-03-29,1129.74
2005,11035,2024-03-06,642.67
2006,25201,2024-02-07,1363.68
2007,29459,2024-02-21,1306.16
2008,1176,2024-01-19,1109.95
2009,38938,2024-03-31,1135.67
2010,48126,2024-04-06,666.8
2011,47643,2024-01-27,1262.19
2012,6050,2024-01-10,1404.31
2013,35665,2024-03-10,1209.11
2014,38145,2024-03-05,268.89
2015,33826,2024-01-18,1197.0
2016,25387,2024-03-30,739.69
2017,41042,2024-03-24,944.35
2018,24933,2024-01-15,1487.45
2019,9764,2024-03-08,590.28
2020,36882,2024-01-30,574.91
2021,3777,2024-01-26,453.65
2022,10004,2024-02-11,260.51
2023,13034,2024-03-19,318.81
2024,19664,2024-03-09,810.26
2025,3038,2024-01-29,1371.92
2026,46902,2024-02-06,1230.06
2027,7064,2024-01-18,339.14
2028,4234,2024-03-26,877.6
2029,27605,2024-03-15,1282.63
2030,19647,2024-02-14,846.08
2031,4983,2024-03-02,1374.23
2032,21177,2024-03-25,1369.2
2033,48272,2024-01-15,574.51
2034,470,2024-03-09,1320.98
2035,12860,2024-02-01,910.86
2036,33450,2024-01-17,761.38
2037,18379,2024-03-13,1179.46
2038,25310,2024-01-28,1201.26
2039,24709,2024-02-26,1039.1
2040,29071,2024-02-06,1231.47
2041,4776,2024-02-07,1431.02
2042,25025,2024-02-25,1319.78
2043,33433,2024-03-05,185.44
2044,17076,2024-03-31,1287.04
2045,18055,2024-02-08,1189.77
2046,11669,2024-02-28,1395.97
2047,1098,2024-03-22,1130.19
2048,5371,2024-04-04,1326.55
2049,39073,2024-02-29,94.51
2050,30514,2024-03-02,1468.48
2051,1283,2024-01-31,351.09
2052,37581,2024-01-30,1307.21
2053,41092,2024-01-22,1400.05
2054,12582,2024-02-24,83.16
2055,39516,2024-01-08,1377.42
2056,48075,2024-03-26,1257.48
2057,15478,2024-02-10,1389.83
2058,5523,2024-01-20,331.17
2059,23812,2024-01-16,1183.97
2060,48467,2024-02-23,772.23
2061,33047,2024-04-01,445.92
2062,38196,2024-02-23,1153.76
2063,21194,2024-01-11,752.02
2064,45272,2024-01-27,1357.84
2065,10742,2024-02-08,1089.24
2066,48560,2024-01-10,277.59
2067,25842,2024-03-21,436.08
2068,43817,2024-03-07,455.64
2069,843,2024-01-22,568.55
2070,10055,2024-03-21,1026.36
2071,2060,2024-02-18,1349.95
2072,6205,2024-03-18,923.05
2073,6176,2024-03-30,1147.56
2074,7366,2024-03-28,529.76
2075,38302,2024-04-05,821.9
2076,3920,2024-01-29,795.86
2077,32634,2024-02-12,1075.5
2078,12552,2024-02-22,815.5
2079,40577,2024-03-21,554.64
2080,33749,2024-01-30,426.35
2081,9532,2024-02-23,441.68
2082,7221,2024-02-14,1472.86
2083,21672,2024-03-25,587.62
2084,16782,2024-02-11,1225.38
2085,41582,2024-03-25,181.34
2086,49613,2024-02-06,207.31
2087,10390,2024-02-27,1054.33
2088,29213,2024-01-11,729.24
2089,17177,2024-03-01,1330.3
2090,46989,2024-02-16,1304.35
2091,47499,2024-03-14,1153.03
2092,1711,2024-02-16,1237.75
2093,47542,2024-02-04,1316.12
2094,46408,2024-02-28,1192.68
2095,26942,2024-02-03,828.19
2096,33612,2024-01-25,455.94
2097,28108,2024-02-05,1198.08
2098,31399,2024-02-22,531.15
2099,46193,2024-02-09,427.64
2100,3169,2024-01-15,323.77
2101,48316,2024-02-12,970.61
2102,25985,2024-02-23,424.32
2103,5047,2024-01-21,612.26
2104,15713,2024-02-27,1086.87
2105,3211,2024-03-26,1207.24
2106,45043,2024-01-23,526.97
2107,14086,2024-03-13,1276.78
2108,14765,2024-02-26,162.3
2109,44103,2024-02-01,1479.94
2110,19414,2024-04-08,671.96
2111,4349,2024-03-14,541.34
2112,12726,2024-01-28,1391.62
2113,34025,2024-02-16,267.99
2114,41114,2024-03-03,588.07
2115,37932,2024-01-22,589.64
2116,16254,2024-04-01,682.59
2117,42985,2024-01-06,1284.64
2118,27292,2024-02-04,1286.12
2119,13913,2024-01-23,920.12
2120,26575,2024-02-16,1488.3
2121,43741,2024-03-03,1278.71
2122,15674,2024-04-07,1047.12
2123,3397,2024-02-13,363.23
2124,11071,2024-02-29,860.62
2125,45456,2024-03-20,383.75
2126,9888,2024-03-24,508.35
2127,22904,2024-01-31,1053.93
2128,16829,2024-02-01,341.88
2129,20252,2024-02-09,208.99
2130,43250,2024-03-23,834.79
2131,33084,2024-01-14,81.35
2132,48499,2024-01-23,944.66
2133,13248,2024-02-06,1359.91
2134,18098,2024-03-30,350.14
2135,20566,2024-04-08,623.53
2136,35975,2024-02-10,1381.24
2137,32460,2024-01-11,1079.5
2138,7273,2024-02-04,272.15
2139,18875,2024-01-23,622.43
2140,17625,2024-03-12,1153.51
2141,37774,2024-02-23,1023.98
2142,4830,2024-04-06,301.04
2143,4856,2024-01-27,168.72
2144,33174,2024-02-02,1047.96
2145,21213,2024-02-09,944.81
2146,16755,2024-03-28,164.27
2147,32892,2024-01-16,1464.23
2148,27948,2024-03-28,438.46
2149,15336,2024-01-20,628.15
2150,46684,2024-03-09,332.19
2151,16163,2024-03-19,1256.5
2152,24450,2024-01-21,1446.85
2153,3571,2024-04-01,382.89
2154,29638,2024-01-15,482.1
2155,42040,2024-03-20,1083.25
2156,16126,2024-02-13,829.6
2157,7950,2024-04-09,229.2
2158,44805,2024-03-23,1398.64
2159,34331,2024-01-13,947.83
2160,2494,2024-01-18,507.79
2161,47487,2024-02-15,775.52
2162,13151,2024-01-10,790.35
2163,33199,2024-02-04,826.09
2164,17032,2024-03-17,786.17
2165,39394,2024-02-22,877.75
2166,47115,2024-02-09,638.56
2167,14596,2024-03-15,287.55
2168,33943,2024-03-13,1023.71
2169,15501,2024-03-07,1205.33
2170,11166,2024-03-03,1274.25
2171,48147,2024-02-28,111.17
2172,29646,2024-03-30,654.57
2173,36289,2024-02-07,1469.38
2174,33600,2024-02-03,168.84
2175,18443,2024-01-14,1195.49
2176,6924,2024-02-15,259.08
2177,36512,2024-02-19,1250.99
2178,46482,2024-01-24,1034.55
2179,8493,2024-03-26,1109.55
2180,29051,2024-03-20,1467.8
2181,19648,2024-02-26,1414.07
2182,11475,2024-03-25,512.21
2183,25788,2024-02-29,612.81
2184,10272,2024-02-29,658.2
2185,19305,2024-02-12,336.42
2186,28154,2024-01-21,621.21
2187,27706,2024-03-13,1470.22
2188,47009,2024-02-04,775.18
2189,37285,2024-02-23,1432.69
2190,40352,2024-03-15,181.47
2191,23679,2024-01-20,135.79
2192,1864,2024-03-25,896.97
2193,39935,2024-02-17,1125.48
2194,2594,2024-03-24,388.79
2195,11038,2024-04-01,794.77
2196,33900,2024-04-02,1319.58
2197,4977,2024-01-17,1161.65
2198,13633,2024-03-24,409.18
2199,20639,2024-02-16,554.95
2200,33648,2024-03-07,514.22
2201,36558,2024-02-16,1101.7
2202,22310,2024-02-25,1454.82
2203,26377,2024-03-11,477.71
2204,41377,2024-02-26,915.39
2205,28504,2024-01-05,1483.75
2206,34233,2024-02-05,303.76
2207,3699,2024-02-21,1015.9
2208,26140,2024-03-06,551.42
2209,42603,2024-01-04,1488.17
2210,29491,2024-02-29,234.46
2211,45840,2024-04-02,720.78
2212,14737,2024-02-19,442.06
2213,35956,2024-03-14,124.99
2214,3520,2024-03-05,1448.31
2215,29414,2024-01-28,886.8
2216,43375,2024-01-11,1075.12
2217,4963,2024-02-04,960.79
2218,47216,2024-02-01,290.83
2219,17771,2024-03-22,322.2
2220,16072,2024-02-10,969.55
2221,45843,2024-02-23,1187.33
2222,3886,2024-01-24,947.72
2223,21825,2024-03-01,889.93
2224,15725,2024-02-09,1139.27
2225,2005,2024-02-08,425.92
2226,6057,2024-03-06,1118.94
2227,22293,2024-01-13,663.93
2228,3137,2024-03-29,1037.15
2229,21729,2024-01-31,470.1
2230,13098,2024-02-11,275.2
2231,34428,2024-02-25,121.41
2232,44344,2024-04-13,1220.93
2233,49722,2024-03-12,359.7
2234,44727,2024-03-28,596.12
2235,4316,2024-03-06,1171.77
2236,11434,2024-03-07,719.26
2237,33239,2024-03-01,388.92
2238,47413,2024-01-18,356.56
2239,29367,2024-03-15,659.27
2240,31024,2024-02-04,882.55
2241,17622,2024-01-26,637.14
2242,13353,2024-04-10,1364.49
2243,25261,2024-02-24,85.44
2244,4806,2024-01-22,650.86
2245,45637,2024-02-14,1134.83
2246,29469,2024-03-11,1345.07
2247,30897,2024-01-28,588.93
2248,22884,2024-03-08,1036.5
2249,42329,2024-01-25,904.1
2250,28815,2024-02-19,366.18
2251,34797,2024-03-15,1046.94
2252,48681,2024-02-03,434.38
2253,16523,2024-01-28,1193.15
2254,34411,2024-02-13,1309.58
2255,30294,2024-03-11,759.36
2256,16862,2024-02-15,156.86
2257,37200,2024-01-22,1127.04
2258,37715,2024-02-16,743.45
2259,26362,2024-01-28,214.22
2260,23393,2024-02-04,550.21
2261,40907,2024-02-23,492.71
2262,36274,2024-03-24,1111.43
2263,34976,2024-01-29,682.17
2264,48572,2024-03-30,913.61
2265,22637,2024-01-20,791.56
2266,38161,2024-02-24,1108.44
2267,32791,2024-03-24,1099.63
2268,34516,2024-01-28,717.28
2269,342,2024-02-05,271.75
2270,28852,2024-03-25,659.18
2271,15640,2024-03-24,307.39
2272,7482,2024-01-12,1442.0
2273,22173,2024-02-25,1429.2
2274,16236,2024-02-09,728.49
2275,34440,2024-03-20,119.23
2276,9304,2024-03-01,611.99
2277,31764,2024-03-03,1351.03
2278,4409,2024-02-01,488.99
2279,15128,2024-02-21,963.21
2280,20466,2024-03-04,341.19
2281,15179,2024-01-29,1251.73
2282,16049,2024-03-28,1346.49
2283,22270,2024-02-03,953.47
2284,48939,2024-04-06,965.74
2285,19682,2024-03-30,617.56
2286,18684,2024-03-06,1084.07
2287,35536,2024-02-11,759.42
2288,16108,2024-02-05,1138.59
2289,13760,2024-04-02,1455.29
2290,24494,2024-01-09,1247.77
2291,33815,2024-02-16,814.61
2292,38797,2024-02-16,1470.02
2293,9829,2024-02-10,942.06
2294,37811,2024-02-21,172.12
2295,45298,2024-03-13,1117.12
2296,36297,2024-02-15,1244.49
2297,19139,2024-03-14,271.47
2298,28890,2024-01-15,1044.59
2299,11430,2024-01-27,1387.7
2300,8474,2024-01-22,437.02
2301,31429,2024-02-24,910.71
2302,25230,2024-02-05,469.92
2303,48134,2024-03-30,1179.66
2304,5344,2024-03-20,904.54
2305,6430,2024-01-22,687.87
2306,10099,2024-01-23,121.16
2307,32320,2024-03-26,1421.61
2308,19892,2024-02-09,786.79
2309,7469,2024-03-20,1221.84
2310,34030,2024-03-21,636.49
2311,38248,2024-02-03,1285.73
2312,9621,2024-01-23,307.26
2313,24561,2024-02-27,408.72
2314,5298,2024-02-16,553.42
2315,10440,2024-02-28,205.81
2316,18111,2024-04-08,710.25
2317,9562,2024-03-06,770.01
2318,48361,2024-03-12,243.02
2319,7457,2024-02-14,686.48
2320,8664,2024-01-25,360.16
2321,43406,2024-03-01,1322.8
2322,13507,2024-01-27,803.2
2323,6891,2024-02-28,1431.79
2324,46831,2024-01-11,564.83
2325,46704,2024-04-11,564.78
2326,39127,2024-01-22,560.97
2327,38473,2024-01-11,460.96
2328,6194,2024-01-19,1193.62
2329,33181,2024-03-16,481.49
2330,4253,2024-01-07,488.98
2331,15954,2024-02-08,146.59
2332,30521,2024-02-13,1450.81
2333,22808,2024-01-16,1338.54
2334,21584,2024-03-03,495.36
2335,2419,2024-02-10,819.49
2336,43474,2024-01-29,765.5
2337,24110,2024-01-29,204.54
2338,36561,2024-04-02,834.3
2339,31406,2024-01-26,240.92
2340,29906,2024-03-17,696.41
2341,1955,2024-03-07,204.68
2342,35072,2024-01-29,916.26
2343,45791,2024-01-30,149.59
2344,10658,2024-03-31,972.37
2345,3026,2024-03-31,1084.25
2346,27392,2024-02-01,890.63
2347,13971,2024-02-29,746.68
2348,2117,2024-03-24,166.33
2349,44219,2024-03-22,96.12
2350,18634,2024-01-25,566.25
2351,7921,2024-02-14,1175.18
2352,31123,2024-01-20,999.13
2353,7343,2024-03-25,257.9
2354,22168,2024-02-11,1056.87
2355,14132,2024-03-24,896.38
2356,2869,2024-01-10,316.75
2357,3654,2024-04-03,1152.53
2358,21995,2024-03-17,1259.03
2359,22372,2024-02-14,410.23
2360,26474,2024-04-09,982.96
2361,9737,2024-03-21,616.95
2362,49794,2024-03-04,163.01
2363,26601,2024-01-28,1303.12
2364,25542,2024-03-07,1245.46
2365,38906,2024-02-10,531.48
2366,15086,2024-01-21,834.74
2367,40413,2024-03-27,807.56
2368,18279,2024-01-29,331.99
2369,18290,2024-01-24,286.86
2370,2970,2024-02-10,1278.86
2371,28557,2024-01-18,1311.65
2372,6836,2024-04-03,1109.76
2373,45468,2024-01-14,183.33
2374,13580,2024-03-07,1370.98
2375,32129,2024-02-25,1472.67
2376,23444,2024-02-13,1181.37
2377,145,2024-01-29,581.85
2378,29707,2024-03-28,656.2
2379,9878,2024-02-09,1314.88
2380,17582,2024-03-27,477.86
2381,33252,2024-03-28,281.44
2382,16345,2024-02-21,1248.38
2383,24104,2024-01-31,354.53
2384,47235,2024-03-31,1368.37
2385,4623,2024-03-03,925.87
2386,40553,2024-01-31,868.63
2387,1254,2024-02-13,1181.56
2388,13076,2024-02-18,103.38
2389,28365,2024-01-27,1093.23
2390,7144,2024-04-01,929.86
2391,17839,2024-01-26,823.77
2392,31493,2024-03-18,388.6
2393,30169,2024-03-10,1257.8
2394,41841,2024-02-22,435.92
2395,40085,2024-01-24,775.48
2396,12801,2024-01-07,304.47
2397,6195,2024-02-22,1462.67
2398,13686,2024-02-09,356.24
2399,23380,2024-01-12,1220.57
2400,27064,2024-01-26,453.57
2401,34163,2024-02-19,443.58
2402,45521,2024-03-29,678.83
2403,16543,2024-01-15,1281.1
2404,14564,2024-02-13,1056.33
2405,26766,2024-03-21,1317.72
2406,49616,2024-01-20,147.04
2407,10854,2024-03-17,1437.08
2408,29181,2024-03-25,189.53
2409,39363,2024-02-02,1103.91
2410,38960,2024-01-17,374.19
2411,12372,2024-03-16,1274.0
2412,44510,2024-01-23,1304.55
2413,28233,2024-02-14,862.77
2414,12124,2024-02-15,652.08
2415,17312,2024-02-04,1206.59
2416,33818,2024-03-14,1321.12
2417,3618,2024-03-30,1128.33
2418,1122,2024-02-12,1367.82
2419,48746,2024-02-24,969.67
2420,26186,2024-03-27,1032.07
2421,31589,2024-03-21,892.04
2422,43814,2024-01-19,773.19
2423,24804,2024-03-07,1009.9
2424,28453,2024-03-19,876.84
2425,35352,2024-02-20,1118.36
2426,32606,2024-02-29,1406.61
2427,31578,2024-03-11,609.73
2428,32898,2024-03-16,663.86
2429,21749,2024-03-17,101.35
2430,10211,2024-04-03,828.39
2431,30479,2024-03-15,266.59
2432,24527,2024-02-13,1096.72
2433,39454,2024-01-29,1187.01
2434,48003,2024-02-29,1106.29
2435,21366,2024-01-17,856.23
2436,22816,2024-02-09,838.59
2437,33754,2024-03-29,998.11
2438,41620,2024-02-04,867.68
2439,20331,2024-03-17,1145.41
2440,27652,2024-02-18,1350.23
2441,16034,2024-03-26,841.3
2442,45694,2024-04-02,236.69
2443,43868,2024-03-13,266.07
2444,7880,2024-02-23,613.8
2445,2085,2024-01-23,784.74
2446,36921,2024-02-22,399.57
2447,12688,2024-02-15,722.91
2448,13322,2024-03-25,272.74
2449,17833,2024-03-23,421.98
2450,32611,2024-01-31,1122.22
2451,46169,2024-02-06,1479.51
2452,45418,2024-03-25,344.41
2453,4036,2024-02-07,561.52
2454,23657,2024-03-14,577.98
2455,19013,2024-03-07,397.12
2456,44034,2024-01-10,369.76
2457,400,2024-01-13,267.01
2458,28161,2024-03-20,1368.67
2459,17437,2024-01-07,1002.11
2460,41096,2024-02-12,492.46
2461,22495,2024-01-19,446.49
2462,30823,2024-01-25,917.41
2463,20051,2024-02-05,1070.06
2464,40023,2024-03-18,439.27
2465,12760,2024-02-25,572.97
2466,31167,2024-02-28,492.67
2467,6468,2024-01-31,204.55
2468,32238,2024-01-20,628.87
2469,1373,2024-02-09,837.73
2470,38359,2024-04-02,1010.62
2471,927,2024-02-01,671.77
2472,35818,2024-04-03,1476.39
2473,10116,2024-02-14,968.69
2474,8319,2024-03-10,1338.95
2475,26073,2024-04-09,1380.7
2476,29730,2024-04-04,1246.39
2477,9626,2024-01-12,463.38
2478,3786,2024-01-09,692.41
2479,20886,2024-03-28,80.55
2480,6905,2024-02-05,721.0
2481,6479,2024-01-23,497.13
2482,27149,2024-01-24,238.89
2483,33658,2024-04-07,1270.79
2484,38900,2024-02-21,1036.29
2485,26817,2024-02-14,1498.73
2486,35547,2024-04-01,787.71
2487,41572,2024-03-19,549.6
2488,24448,2024-01-21,454.61
2489,30246,2024-01-16,698.21
2490,22558,2024-03-28,520.02
2491,45579,2024-03-09,1486.88
2492,17736,2024-03-24,339.57
2493,25981,2024-01-11,107.16
2494,5865,2024-03-19,264.6
2495,6530,2024-03-22,1345.98
2496,10537,2024-01-26,1065.37
2497,28213,2024-03-26,1193.24
2498,7361,2024-03-09,535.07
2499,38903,2024-03-11,964.24
2500,12511,2024-02-05,1085.22
2501,10454,2024-01-14,543.51
2502,18378,2024-01-23,1108.83
2503,20738,2024-02-26,974.12
2504,43336,2024-01-14,500.65
2505,8394,2024-03-19,155.06
2506,21103,2024-02-09,417.77
2507,1163,2024-03-05,959.74
2508,2532,2024-03-02,930.62
2509,7845,2024-03-22,800.86
2510,26048,2024-02-21,437.09
2511,39017,2024-02-01,711.24
2512,41843,2024-04-03,284.54
2513,12703,2024-01-23,1020.58
2514,33513,2024-01-07,1314.21
2515,19803,2024-04-03,738.43
2516,5752,2024-02-07,382.46
2517,34356,2024-02-09,1255.6
2518,30770,2024-01-18,524.57
2519,36493,2024-01-09,923.43
2520,25058,2024-03-17,187.1
2521,15822,2024-01-10,1099.47
2522,28284,2024-02-04,734.15
2523,13651,2024-03-10,681.16
2524,40571,2024-03-24,1407.47
2525,17173,2024-01-26,777.92
2526,12284,2024-03-07,103.79
2527,35461,2024-02-15,1442.95
2528,34060,2024-02-22,97.34
2529,35236,2024-04-07,840.93
2530,26634,2024-03-20,979.71
2531,24471,2024-01-03,1350.17
2532,18416,2024-03-19,1044.48
2533,18955,2024-04-06,1231.81
2534,37194,2024-01-07,1173.29
2535,20719,2024-02-29,383.22
2536,37401,2024-01-26,1074.66
2537,3264,2024-01-28,985.37
2538,46180,2024-02-07,426.44
2539,31126,2024-01-16,262.23
2540,42233,2024-03-10,1147.33
2541,43714,2024-01-28,1459.0
2542,7025,2024-02-11,1128.59
2543,17499,2024-02-01,1144.22
2544,29713,2024-02-20,316.72
2545,32788,2024-02-16,430.82
2546,15108,2024-01-10,911.78
2547,2477,2024-02-21,124.63
2548,48078,2024-02-20,1028.45
2549,11349,2024-02-29,285.63
2550,29035,2024-03-22,667.02
2551,1912,2024-03-02,534.67
2552,27728,2024-01-23,231.17
2553,36500,2024-01-15,901.86
2554,42094,2024-03-19,592.97
2555,49531,2024-04-03,142.46
2556,27312,2024-02-10,711.08
2557,14599,2024-02-21,918.17
2558,12075,2024-03-15,265.19
2559,41321,2024-01-17,910.69
2560,28988,2024-03-17,508.87
2561,2099,2024-01-16,448.7
2562,19534,2024-03-12,1209.59
2563,34940,2024-03-02,744.19
2564,8024,2024-01-26,616.65
2565,13254,2024-02-27,1234.49
2566,1986,2024-03-09,1372.69
2567,26012,2024-03-28,527.42
2568,3336,2024-01-14,151.57
2569,26621,2024-02-01,847.82
2570,11745,2024-03-11,1095.52
2571,18477,2024-02-06,914.66
2572,47612,2024-03-30,1057.04
2573,25537,2024-03-28,998.35
2574,20865,2024-03-06,1437.51
2575,43447,2024-02-08,1309.6
2576,8007,2024-02-13,267.22
2577,29077,2024-04-01,722.7
2578,43721,2024-01-08,725.77
2579,23001,2024-03-24,727.99
2580,28194,2024-01-23,1401.6
2581,21513,2024-01-27,544.61
2582,21025,2024-03-14,952.27
2583,15295,2024-02-07,1352.77
2584,11662,2024-03-10,151.76
2585,31719,2024-03-25,1327.55
2586,42116,2024-04-10,1166.24
2587,28242,2024-02-22,375.18
2588,43152,2024-01-31,542.23
2589,9695,2024-04-13,521.03
2590,25566,2024-03-28,394.26
2591,34445,2024-01-29,986.7
2592,14110,2024-03-25,1475.62
2593,12959,2024-04-13,316.59
2594,23315,2024-02-12,409.71
2595,17927,2024-01-26,492.33
2596,20414,2024-01-25,1411.35
2597,22459,2024-03-22,968.67
2598,44363,2024-03-11,381.99
2599,5677,2024-01-28,1221.66
2600,43367,2024-01-10,1390.48
2601,33872,2024-02-12,652.89
2602,610,2024-01-13,325.4
2603,30921,2024-01-24,520.08
2604,25260,2024-03-14,388.3
2605,30394,2024-02-23,366.03
2606,38326,2024-02-03,322.52
2607,44289,2024-02-21,1323.99
2608,48465,2024-02-07,201.96
2609,9290,2024-01-13,666.96
2610,26407,2024-04-05,100.92
2611,28059,2024-01-31,496.62
2612,22296,2024-01-12,1083.85
2613,22052,2024-03-15,368.03
2614,44452,2024-03-09,1498.2
2615,12513,2024-02-15,148.58
2616,48576,2024-01-15,273.81
2617,18776,2024-01-24,1197.37
2618,15715,2024-03-02,1465.92
2619,7977,2024-04-04,1434.7
2620,33176,2024-01-19,1213.5
2621,47635,2024-03-07,1461.64
2622,8345,2024-02-27,1273.93
2623,30590,2024-02-09,162.4
2624,11898,2024-01-14,1280.8
2625,25496,2024-01-15,766.97
2626,22322,2024-04-04,728.59
2627,17680,2024-03-20,83.59
2628,12470,2024-01-14,960.77
2629,4658,2024-01-25,1033.68
2630,48394,2024-03-06,1202.82
2631,1688,2024-01-27,542.85
2632,22182,2024-01-28,261.95
2633,12792,2024-02-03,704.59
2634,8041,2024-01-15,594.45
2635,31062,2024-01-16,1149.45
2636,35027,2024-04-06,405.8
2637,14830,2024-01-03,276.2
2638,38849,2024-03-21,705.06
2639,20063,2024-01-07,971.75
2640,28278,2024-02-28,479.02
2641,34548,2024-03-19,242.5
2642,10905,2024-02-27,703.55
2643,19221,2024-02-09,1445.87
2644,24430,2024-03-20,1453.59
2645,47350,2024-03-17,1086.33
2646,18112,2024-03-27,1183.56
2647,3542,2024-01-13,368.98
2648,25563,2024-03-10,612.01
2649,6760,2024-02-09,938.75
2650,33830,2024-03-11,1145.59
2651,21276,2024-03-24,316.61
2652,38233,2024-01-24,729.83
2653,14351,2024-02-16,311.11
2654,1227,2024-01-14,979.37
2655,9160,2024-02-17,1176.47
2656,25666,2024-03-29,1263.3
2657,20545,2024-03-23,1119.96
2658,4120,2024-03-23,305.99
2659,278,2024-02-20,1256.34
2660,19037,2024-03-30,554.87
2661,20047,2024-02-18,1266.79
2662,38649,2024-02-17,436.28
2663,37313,2024-03-12,755.5
2664,854,2024-02-24,898.73
2665,43087,2024-02-18,129.3
2666,46494,2024-03-26,1363.25
2667,19536,2024-04-01,806.39
2668,16464,2024-01-20,352.7
2669,36747,2024-01-26,308.35
2670,29861,2024-01-29,1054.9
2671,885,2024-02-02,196.06
2672,47843,2024-03-05,704.55
2673,21462,2024-03-11,847.19
2674,9404,2024-02-08,411.05
2675,33416,2024-01-13,263.46
2676,40744,2024-02-08,776.8
2677,23977,2024-01-21,563.27
2678,28140,2024-03-03,279.14
2679,46079,2024-02-06,378.73
2680,20718,2024-01-11,748.73
2681,27648,2024-03-08,268.93
2682,29971,2024-04-09,1409.29
2683,24243,2024-03-20,1181.15
2684,3036,2024-01-19,542.29
2685,6977,2024-04-05,446.87
2686,31766,2024-02-05,1321.5
2687,23702,2024-02-23,686.24
2688,22078,2024-01-19,1305.06
2689,19236,2024-03-09,1134.29
2690,19893,2024-03-19,210.81
2691,36415,2024-02-18,1235.32
2692,43916,2024-01-20,846.63
2693,14698,2024-04-04,1042.19
2694,28276,2024-02-10,390.99
2695,49862,2024-03-24,80.38
2696,49925,2024-03-27,553.84
2697,49960,2024-02-07,350.69
2698,10093,2024-01-22,698.01
2699,47577,2024-03-06,209.07
2700,34859,2024-01-22,1350.97
2701,12806,2024-02-28,248.59
2702,12423,2024-03-16,1165.14
2703,28729,2024-02-20,1413.84
2704,41924,2024-01-29,290.48
2705,28237,2024-02-11,572.0
2706,23311,2024-02-27,1118.11
2707,27812,2024-03-08,1094.54
2708,14712,2024-01-19,133.1
2709,18795,2024-04-11,180.39
2710,6889,2024-02-05,250.6
2711,772,2024-01-13,886.59
2712,2768,2024-03-19,158.16
2713,33763,2024-02-11,915.54
2714,43247,2024-01-24,566.3
2715,32833,2024-03-03,1030.56
2716,13063,2024-01-17,1190.5
2717,44157,2024-04-09,1203.79
2718,34737,2024-01-24,133.44
2719,24514,2024-02-16,1425.02
2720,46126,2024-02-14,913.04
2721,38235,2024-01-22,1351.89
2722,25210,2024-02-27,953.51
2723,26935,2024-03-10,767.45
2724,21363,2024-02-05,1116.21
2725,32641,2024-04-01,391.58
2726,46346,2024-01-09,226.58
2727,22573,2024-01-27,208.51
2728,31855,2024-01-24,1285.77
2729,5224,2024-03-06,1375.67
2730,13180,2024-03-26,1236.47
2731,17124,2024-03-06,1364.3
2732,20090,2024-04-04,1478.38
2733,5967,2024-03-20,827.0
2734,36448,2024-01-04,298.51
2735,647,2024-02-14,943.26
2736,3781,2024-02-02,582.53
2737,20232,2024-01-10,571.96
2738,19264,2024-03-21,1113.49
2739,24762,2024-02-10,208.72
2740,17161,2024-01-13,133.29
2741,30810,2024-03-12,1067.29
2742,19736,2024-01-31,450.24
2743,47429,2024-03-16,627.41
2744,38060,2024-01-18,516.84
2745,430,2024-02-18,953.07
2746,9912,2024-02-22,299.41
2747,4017,2024-04-02,1103.24
2748,2976,2024-02-10,1393.4
2749,22228,2024-01-26,1267.27
2750,46023,2024-03-14,1367.99
2751,31428,2024-01-29,1410.64
2752,38534,2024-03-15,608.71
2753,32234,2024-02-20,1209.95
2754,37011,2024-03-31,782.65
2755,18751,2024-01-12,463.08
2756,46249,2024-03-27,1140.57
2757,8410,2024-04-03,426.66
2758,10407,2024-02-18,235.66
2759,23956,2024-01-23,1080.56
2760,23042,2024-03-15,488.33
2761,19834,2024-03-21,514.4
2762,48428,2024-03-23,1331.19
2763,7269,2024-03-11,272.47
2764,44594,2024-02-12,1166.08
2765,1139,2024-01-19,628.42
2766,4986,2024-02-23,1348.07
2767,2886,2024-02-25,705.29
2768,48414,2024-04-03,660.81
2769,14978,2024-03-08,690.41
2770,38404,2024-02-06,1269.52
2771,23792,2024-04-12,94.92
2772,10994,2024-03-05,1080.91
2773,44422,2024-02-04,371.44
2774,26582,2024-04-05,1332.62
2775,3121,2024-03-30,613.82
2776,39203,2024-02-02,561.32
2777,37448,2024-02-04,1091.93
2778,4058,2024-01-23,1105.88
2779,31986,2024-02-14,979.87
2780,49292,2024-04-04,548.33
2781,18870,2024-02-20,946.7
2782,27740,2024-02-10,157.06
2783,7071,2024-03-21,1436.36
2784,33875,2024-02-15,722.85
2785,29559,2024-01-09,512.36
2786,17584,2024-03-22,1302.31
2787,43157,2024-04-07,540.32
2788,18584,2024-03-28,1495.99
2789,13459,2024-03-02,1060.65
2790,17725,2024-02-18,1002.4
2791,4570,2024-02-17,295.64
2792,31514,2024-03-28,946.01
2793,21497,2024-02-03,300.28
2794,18176,2024-03-05,1192.72
